Category,Name,Dates,Sustainedwind speeds,Pressure,Areas affected,Deaths,Damage(USD)
1,Josephine,"September 21 - October 6, 1990",85 mph (140 km/h),980 hPa (28.94 inHg),None,0,None
1,Klaus,"October 3 - 9, 1990",80 mph (130 km/h),985 hPa (29.09 inHg),"Lesser Antilles, Puerto Rico, Hispaniola, Turks and Caicos Islands, The Bahamas, Southeastern United States",1,$1 million
1,Lili,"October 6 - 14, 1990",75 mph (120 km/h),987 hPa (29.15 inHg),"Bermuda, East Coast of the United States, Atlantic Canada",0,None
1,Nana,"October 16 - 21, 1990",85 mph (140 km/h),989 hPa (29.21 inHg),Bermuda,6,Moderate
1,1991 Perfect Storm,"October 31 - November 2, 1991",75 mph (120 km/h),980 hPa (28.94 inHg),"Northeastern United States, Mid-Atlantic states, Eastern Canada",222,$200 million
1,Frances,"October 23 - 27, 1992",85 mph (140 km/h),976 hPa (28.82 inHg),"Newfoundland, Iberian Peninsula",537,None
1,Floyd,"September 7 - 10, 1993",75 mph (120 km/h),990 hPa (29.23 inHg),Newfoundland,8,None
1,Harvey,"September 18 - 21, 1993",75 mph (120 km/h),990 hPa (29.23 inHg),None,0,None
1,Chris,"August 16 - 23, 1994",80 mph (130 km/h),979 hPa (28.91 inHg),Bermuda,0,None
1,Gordon,"November 8 - 21, 1994",85 mph (140 km/h),980 hPa (28.94 inHg),"Central America, Cayman Islands, Jamaica, Hispaniola, Cuba, Turks and Caicos Islands, The Bahamas, Florida, Georgia, Mid-Atlantic states",0,$594 million
1,Allison,"June 3 - 6, 1995",75 mph (120 km/h),987 hPa (29.15 inHg),"YucatÃ¡n Peninsula, western Cuba, Florida, Georgia, The Carolinas, Atlantic Canada",0,$1.7 million
1,Noel,"September 28 - October 7, 1995",75 mph (120 km/h),987 hPa (29.15 inHg),None,5,None
1,Tanya,"October 26 - November 1, 1995",85 mph (140 km/h),972 hPa (28.70 inHg),Azores,0,Minimal
1,Cesar,"July 24 - 28, 1996",85 mph (140 km/h),985 hPa (29.09 inHg),"Windward Islands, Trinidad and Tobago, Leeward Antilles, Venezuela, Colombia, Mexico, Socorro Island, Panama, Guatemala, El Salvador",0,$203 million
1,Dolly,"August 19 - 25, 1996",80 mph (130 km/h),989 hPa (29.21 inHg),"Belize, Mexico, Texas",41,Unknown
1,Marco,"November 16 - 26, 1996",75 mph (120 km/h),983 hPa (29.03 inHg),"Cuba, Hispaniola, Central America, Jamaica, Florida",0,$8.2 million
1,Bill,"July 11 - 13, 1997",75 mph (120 km/h),986 hPa (29.12 inHg),Newfoundland,0,None
1,Danny,"July 16 - 26, 1997",80 mph (130 km/h),984 hPa (29.06 inHg),"Louisiana, Alabama, Southeastern United States, Mid-Atlantic states, New England",0,$100 million
1,Ivan,"September 19 - 27, 1998",90 mph (150 km/h),975 hPa (28.79 inHg),None,32,None
1,Lisa,"October 5 - 9, 1998",75 mph (120 km/h),995 hPa (29.38 inHg),None,0,None
1,Nicole,"November 24 - December 1, 1998",85 mph (140 km/h),979 hPa (28.91 inHg),None,7,None
1,Debby,"August 19 - 24, 2000",85 mph (140 km/h),991 hPa (29.26 inHg),"Lesser Antilles, Puerto Rico, Hispaniola, Turks and Caicos Islands, Cuba, Jamaica",0,$735 thousand
1,Florence,"September 10 - 19, 2000",80 mph (130 km/h),985 hPa (29.09 inHg),"East Coast of the United States, Bermuda, Atlantic Canada",9,None
1,Gordon,"September 14 - 21, 2000",80 mph (130 km/h),981 hPa (28.97 inHg),"Belize, YucatÃ¡n Peninsula, Cuba, East Coast of the United States, Atlantic Canada",0,$10.8 million
1,Joyce,"September 29 - October 2, 2000",90 mph (150 km/h),975 hPa (28.79 inHg),"Trinidad and Tobago, Windward Islands, Leeward Islands",1,Minimal
1,Gabrielle,"September 11 - 19, 2001",80 mph (130 km/h),975 hPa (28.79 inHg),"Florida, Newfoundland",94,> 230 million
1,Karen,"October 12 - 15, 2001",80 mph (130 km/h),982 hPa (29.00 inHg),"Bermuda, Atlantic Canada",5,$1.4 million
1,Noel,"November 4 - 6, 2001",75 mph (120 km/h),986 hPa (29.12 inHg),Atlantic Canada,0,Minimal
1,Olga,"November 24 - December 7, 2001",90 mph (150 km/h),973 hPa (28.73 inHg),"Bermuda, The Bahamas, Cuba, Florida",48,Minimal
1,Kyle,"September 20 - October 14, 2002",85 mph (140 km/h),980 hPa (28.94 inHg),"Bermuda, Florida, Georgia, The Carolinas, British Isles",0,$5 million
1,Claudette,"July 8 - 17, 2003",90 mph (150 km/h),979 hPa (28.91 inHg),"Windward Islands, Jamaica, YucatÃ¡n Peninsula, Northern Mexico, Texas",0,$181 million
1,Danny,"July 16 - 21, 2003",75 mph (120 km/h),"1,000 hPa (29.53 inHg)",None,17,None
1,Erika,"August 14 - 17, 2003",75 mph (120 km/h),986 hPa (29.12 inHg),"Florida, Mexico, Southern Texas",1,$100 thousand
1,Gaston,"August 27 - September 3, 2004",75 mph (120 km/h),985 hPa (29.09 inHg),"The Carolinas, Virginia, Maryland, Delaware, Massachusetts",0,$130 million
1,Lisa,"September 19 - October 3, 2004",75 mph (120 km/h),987 hPa (29.15 inHg),None,9,None
1,Cindy,"July 3 - 12, 2005",75 mph (120 km/h),991 hPa (29.26 inHg),"YucatÃ¡n Peninsula, The Carolinas, Alabama, Mississippi, Louisiana",18,$320 million
1,Nate,"September 5 - 13, 2005",90 mph (150 km/h),976 hPa (28.82 inHg),"Bermuda, East Coast of the United States, Scotland, Norway",1,Minimal
1,Ophelia,"September 6 - 23, 2005",85 mph (140 km/h),976 hPa (28.82 inHg),"The Bahamas, Eastern Coast of the United States, Atlantic Canada, Europe",0,$70 million
1,Philippe,"September 17 - 23, 2005",80 mph (130 km/h),985 hPa (29.09 inHg),Bermuda,6,Minimal
1,Stan,"October 1 - 5, 2005",80 mph (130 km/h),977 hPa (28.85 inHg),"Costa Rica, Nicaragua, Honduras, El Salvador, Belize, Guatemala, Mexico",5,$3.96 billion
1,Vince,"October 8 - 11, 2005",75 mph (120 km/h),988 hPa (29.18 inHg),"Madeira Islands, Southern Portugal, Southwestern Spain",2,Minimal
1,Epsilon,"November 29 - December 10, 2005",85 mph (140 km/h),981 hPa (28.97 inHg),None,0,Minimal
1,Ernesto,"August 24 - September 1, 2006",75 mph (120 km/h),985 hPa (29.09 inHg),"Lesser Antilles, Puerto Rico, Hispaniola, Cuba, East Coast of the United States, Atlantic Canada",4,$500 million
1,Florence,"September 3 - 18, 2006",90 mph (150 km/h),974 hPa (28.76 inHg),"Bermuda, Newfoundland, East Coast of the United States, Atlantic Canada, Iceland, Greenland",0,$200 thousand
1,Isaac,"September 27 - October 2, 2006",85 mph (140 km/h),985 hPa (29.09 inHg),Newfoundland,424,Minimal
1,Humberto,"September 12 - 14, 2007",90 mph (150 km/h),985 hPa (29.09 inHg),"Texas, Louisiana, Mississippi, The Carolinas",0,$50 million
1,Karen,"September 25 - 29, 2007",75 mph (120 km/h),988 hPa (29.18 inHg),None,0,Minimal
1,Lorenzo,"September 25 - 28, 2007",80 mph (130 km/h),990 hPa (29.23 inHg),Central Mexico,0,$92 million
1,Noel,"October 28 - November 7, 2007",80 mph (130 km/h),980 hPa (28.94 inHg),"Leeward Islands, Puerto Rico, Hispaniola, Jamaica, Cuba, Turks and Caicos Islands, The Bahamas, Florida, Eastern United States, Eastern Canada, Greenland, Western Europe",0,$580 million
1,Hanna,"August 28 - September 12, 2008",85 mph (140 km/h),977 hPa (28.85 inHg),"Puerto Rico, Turks and Caicos Islands, The Bahamas, Hispaniola, East Coast of the United States, Atlantic Canada",0,$160 million
1,Kyle,"September 25 - 30, 2008",85 mph (140 km/h),984 hPa (29.06 inHg),"Puerto Rico, Hispaniola, Bermuda, New England, Atlantic Canada",0,$57.1 million
1,Lisa,"September 20 - 26, 2010",85 mph (140 km/h),982 hPa (29.00 inHg),None,0,Minimal
1,Otto,"October 6 - 18, 2010",85 mph (140 km/h),976 hPa (28.82 inHg),"Leeward Islands, Virgin Islands, Puerto Rico, Azores, Canary Islands",15,+$22.5 million
1,Shary,"October 28 - 31, 2010",75 mph (120 km/h),989 hPa (29.21 inHg),Bermuda,0,Minimal
1,Maria,"September 5 - September 18, 2011",80 mph (130 km/h),983 hPa (29.03 inHg),"Lesser Antilles, Bermuda, Newfoundland, Europe",0,+$1.3 million
1,Nate,"September 7 - 12, 2011",75 mph (120 km/h),994 hPa (29.35 inHg),Mexico,0,Minimal
1,Philippe,"September 24 - October 8, 2011",90 mph (150 km/h),976 hPa (28.82 inHg),None,0,Minimal
1,Chris,"June 18 - 22, 2012",85 mph (140 km/h),974 hPa (28.76 inHg),"Bermuda, Atlantic Canada",0,Minimal
1,Isaac,"August 21 - September 3, 2012",80 mph (130 km/h),965 hPa (28.50 inHg),"Leeward Islands, Puerto Rico, Hispaniola, Cuba, The Bahamas, Southeastern United States, Midwestern United States",0,+$3.11 billion
1,Leslie,"August 30 - September 12, 2012",80 mph (130 km/h),968 hPa (28.59 inHg),"Leeward Islands, Bermuda, Atlantic Canada",0,$10.1 million
1,Nadine,"September 10 - October 4, 2012",90 mph (150 km/h),978 hPa (28.88 inHg),"Mexico, Texas",0,Minimal
1,Humberto,"September 8 - 19, 2013",90 mph (150 km/h),979 hPa (28.91 inHg),Cape Verde,0,Minimal
1,Ingrid,"September 12 - 17, 2013",85 mph (140 km/h),983 hPa (29.03 inHg),"Mexico, Texas",325,+$1.5 billion
1,Bertha,"August 1 - 16, 2014",80 mph (130 km/h),998 hPa (29.47 inHg),"Lesser Antilles, Puerto Rico, Hispaniola, Cuba, Turks and Caicos Islands, The Bahamas, East Coast of the United States, Western Europe",1,+$3.8 million
1,Cristobal,"August 23 - September 2, 2014",85 mph (140 km/h),965 hPa (28.50 inHg),"Puerto Rico, Hispaniola, Turks and Caicos Islands, East Coast of the United States, Bermuda, Iceland",8,Unknown
1,Fay,"October 10 - 13, 2014",80 mph (130 km/h),983 hPa (29.03 inHg),Bermuda,13,+$3.8 million
1,Fred,"August 30 - September 6, 2015",85 mph (140 km/h),986 hPa (29.12 inHg),"West Africa, Cape Verde",0,$2.5 million
1,Kate,"November 8 - 11, 2015",85 mph (140 km/h),980 hPa (28.94 inHg),"Martinique, Puerto Rico, Hispaniola, The Bahamas, Europe",0,Minimal
1,Alex,"January 12 - 15, 2016",85 mph (140 km/h),981 hPa (28.97 inHg),Azores,2,None
1,Earl,"August 2 - 6, 2016",85 mph (140 km/h),979 hPa (28.91 inHg),"Greater Antilles, Central America, Mexico",0,$250 million
1,Hermine,"August 28 - September 3, 2016",80 mph (130 km/h),981 hPa (28.97 inHg),East Coast of the United States,0,$550 million
1,Franklin,"August 7 - 10, 2017",85 mph (140 km/h),981 hPa (28.97 inHg),"Central America, Mexico",0,$15 million
1,Nate,"October 4 - 8, 2017",90 mph (150 km/h),981 hPa (28.97 inHg),"Central America, Mexico, eastern United States",0,$787 million
1,Beryl,"July 4 - 15, 2018",80 mph (130 km/h),991 hPa (29.26 inHg),"Lesser Antilles, Greater Antilles",37,None
1,Isaac,"September 7 - 15, 2018",75 mph (120 km/h),995 hPa (29.38 inHg),Lesser Antilles,0,None
1,Leslie,"September 23 - October 13, 2018",90 mph (150 km/h),968 hPa (28.59 inHg),"Azores, Iberian Peninsula",52,$500 million
1,Barry,"July 11 - 15, 2019",75 mph (120 km/h),993 hPa (29.32 inHg),Southeastern United States (particularly Louisiana),0,$600 million
1,Pablo,"October 25 - 28, 2019",80 mph (130 km/h),977 hPa (28.85 inHg),Azores,0,None
1,Hanna,"July 23 - 26, 2020",90 mph (150 km/h),973 hPa (28.73 inHg),"Cuba, Hispaniola, United States Gulf Coast (mainly Texas), Northeast Mexico",0,$1.2 billion
1,Isaias,"July 30 - August 4, 2020",90 mph (150 km/h),986 hPa (29.12 inHg),"Lesser Antilles, Greater Antilles, The Bahamas, East Coast of the United States, Eastern Canada",0,$4.73 billion
1,Marco,"August 21 - 25, 2020",75 mph (120 km/h),991 hPa (29.26 inHg),"Central America, YucatÃ¡n Peninsula, Gulf Coast of the United States",0,$35 million
1,Nana,"September 1 - 3, 2020",75 mph (120 km/h),994 hPa (29.35 inHg),"Honduras, Jamaica, Belize, Guatemala",0,$20 million
1,Gamma,"October 2 - 6, 2020",75 mph (120 km/h),978 hPa (28.88 inHg),"Honduras, YucatÃ¡n Peninsula, Cayman Islands, Cuba, Florida",0,$100 million
1,Elsa,"July 1 - 9, 2021",85 mph (140 km/h),991 hPa (29.26 inHg),"Barbados, Trinidad and Tobago, Leeward Islands, Windward Islands, Venezuela, Hispaniola, Cuba, Jamaica, Cayman Islands, South Atlantic United States, Atlantic Canada",9,$875 million
1,Henri,"August 16 - 23, 2021",75 mph (120 km/h),986 hPa (29.12 inHg),"Bermuda, Northeastern United States",0,$550 million
1,Nicholas,"September 12 - 17, 2021",75 mph (120 km/h),988 hPa (29.18 inHg),"Mexico, Texas",72,$950 million
2,Five,"October 6 - 11, 1852",105 mph (165 km/h),969 hPa (28.61 inHg),"Jamaica, YucatÃ¡n Peninsula, Florida",0,Minor
2,Eight,"October 19 - 22, 1853",105 mph (165 km/h),996 hPa (29.41 inHg),"Florida, Georgia",0,Significant
2,Four,"September 18 - 20, 1854",105 mph (165 km/h),965 hPa (28.50 inHg),Texas,68,$20 thousand
2,One,"August 6, 1855",105 mph (165 km/h),Unknown,Tampico,700,Unknown
2,Two,"August 10 - 11, 1855",105 mph (165 km/h),Unknown,No land areas,0,None
2,Two,"September 6 - 17, 1857",105 mph (165 km/h),961 hPa (28.38 inHg),"North Carolina, East Coast of the United States",8,Unknown
2,Four,"September 24 - 30, 1857",105 mph (165 km/h),Unknown,"Mexico, Texas",25,Unknown
2,Three,"September 14 - 17, 1858",105 mph (165 km/h),979 hPa (28.91 inHg),"Florida, New York, Massachusetts, Maine",0,Unknown
2,Six,"October 21 - 26, 1858",105 mph (165 km/h),Unknown,"Bahamas, Bermuda",18,Minor
2,One,"July 1, 1859",105 mph (165 km/h),Unknown,Mexico (Veracruz),0,Unknown
2,Two,"August 17 - 19, 1859",105 mph (165 km/h),982 hPa (29.00 inHg),No land areas,0,None
2,Four,"September 12 - 13, 1859",105 mph (165 km/h),Unknown,No land areas,0,None
2,Two,"August 24 - 26, 1860",100 mph (155 km/h),Unknown,No land areas,0,Minimal
2,Four,"September 11 - 16, 1860",100 mph (155 km/h),969 hPa (28.61 inHg),"Louisiana, Mississippi, Alabama",14,>$1 million
2,Six,"September 30 - October 3, 1860",105 mph (165 km/h),969 hPa (28.61 inHg),"Louisiana, Mississippi",0,Severe
2,Seven,"October 20 - 24, 1860",105 mph (165 km/h),Unknown,No land areas,0,None
2,One,"July 6 - 12, 1861",105 mph (165 km/h),Unknown,No land areas,0,Minimal
2,Three,"August 25 - 30, 1861",105 mph (165 km/h),958 hPa (28.29 inHg),No land areas,40,None
2,Two,"August 18 - 21, 1862",105 mph (165 km/h),Unknown,No land areas,0,None
2,Three,"September 12 - 20, 1862",105 mph (165 km/h),Unknown,No land areas,0,None
2,One,"August 8 - 9, 1863",105 mph (165 km/h),Unknown,No land areas,0,None
2,Two,"August 18 - 19, 1863",105 mph (165 km/h),Unknown,No land areas,0,None
2,Three,"August 19 - 23, 1863",105 mph (165 km/h),975 hPa (28.79 inHg),St. Paul Island,0,Minor
2,Four,"August 27 - 28, 1863",105 mph (165 km/h),Unknown,No land areas,0,None
2,Four,"September 6 - 14, 1865",105 mph (165 km/h),969 hPa (28.61 inHg),"Guadeloupe, Louisiana, Texas",0,Severe
2,Seven,"October 18 - 25, 1865",105 mph (165 km/h),969 hPa (28.61 inHg),"Panama, Florida",0,$300 thousand
2,One,"July 11 - 16, 1866",105 mph (165 km/h),969 hPa (28.61 inHg),"Louisiana, Texas",5,Unknown
2,Two,"August 13 - 18, 1866",105 mph (165 km/h),Unknown,"Mexico (YucatÃ¡n Peninsula, Veracruz)",0,Minor
2,Four,"September 22 - 24, 1866",105 mph (165 km/h),Unknown,Newfoundland,0,Unknown
2,Two,"July 28 - August 3, 1867",105 mph (165 km/h),969 hPa (28.61 inHg),"East Coast of the United States, Massachusetts",0,High
2,Three,"August 2, 1867",105 mph (165 km/h),Unknown,No land areas,1,None
2,Six,"September 29 - October 1, 1867",105 mph (165 km/h),Unknown,No land areas,0,None
2,Seven,"October 2 - 9, 1867",105 mph (165 km/h),969 hPa (28.61 inHg),"Mexico (Tamaulipas), Texas, Louisiana, Gulf Coast of the United States, Florida, North Carolina",4,Severe
2,One,"September 3 - 7, 1868",105 mph (165 km/h),Unknown,No land areas,0,Minimal
2,Three,"October 5 - 7, 1868",105 mph (165 km/h),Unknown,No land areas,45,None
2,Four,"October 15 - 17, 1868",105 mph (165 km/h),Unknown,No land areas,383,Minimal
2,One,"August 12, 1869",105 mph (165 km/h),Unknown,No land areas,7,None
2,Two,"August 16 - 17, 1869",105 mph (165 km/h),969 hPa (28.61 inHg),Texas,0,Intense
2,Seven,"September 11 - 18, 1869",105 mph (165 km/h),979 hPa (28.91 inHg),No land areas,1,None
2,Ten,"October 4 - 5, 1869",105 mph (165 km/h),965 hPa (28.50 inHg),"New York, Connecticut, Massachusetts, Maine, New Brunswick",0,Severe
2,Two,"August 30 - September 4, 1870",105 mph (165 km/h),Unknown,No land areas,0,None
2,Nine,"October 19 - 22, 1870",105 mph (165 km/h),970 hPa (28.64 inHg),"Cuba, Florida",0,Severe
2,Ten,"October 23 - 24, 1870",105 mph (165 km/h),Unknown,Nova Scotia,0,None
2,Five,"August 30 - September 2, 1871",105 mph (165 km/h),Unknown,No land areas,57,None
2,Two,"August 20 - September 1, 1872",105 mph (165 km/h),Unknown,Newfoundland,2,None
2,Seven,"October 31 - November 4, 1874",105 mph (165 km/h),Unknown,"Jamaica, Cuba, Bahamas",0,None
2,Five,"October 7 - 10, 1875",105 mph (165 km/h),Unknown,No land areas,0,None
2,Four,"September 29 - October 5, 1876",105 mph (165 km/h),Unknown,Nicaragua,0,Severe
2,Four,"August 25 - 30, 1878",105 mph (165 km/h),972 hPa (28.70 inHg),Bahamas,0,None
2,Five,"September 1 - 13, 1878",105 mph (165 km/h),970 hPa (28.64 inHg),"Leeward Islands, Haiti, Cuba, Florida, South Carolina, Ontario",0,Significant
2,Six,"September 12 - 18, 1878",105 mph (165 km/h),Unknown,No land areas,0,None
2,Eleven,"October 18 - 21, 1878",105 mph (165 km/h),963 hPa (28.44 inHg),"Cuba, Bahamas, North Carolina, Virginia, Delaware, Washington, D.C., Maryland, New York, Pennsylvania, New England",198,$2 million
2,Two,"August 19 - 24, 1879",105 mph (165 km/h),964 hPa (28.47 inHg),"YucatÃ¡n Peninsula, Texas, Louisiana",0,Unknown
2,Eight,"November 18 - 20, 1879",105 mph (165 km/h),968 hPa (28.59 inHg),Canada[nb 1],0,Minor
2,Four,"August 24 - September 1, 1880",105 mph (165 km/h),972 hPa (28.70 inHg),"Florida, Mississippi",17,Unknown
2,Five,"August 21 - 29, 1881",105 mph (165 km/h),970 hPa (28.64 inHg),"Georgia, Mississippi",10,Severe
2,Six,"September 7 - 11, 1881",105 mph (165 km/h),975 hPa (28.79 inHg),East Coast of the United States,42,Unknown
2,Four,"October 7 - 17, 1884",105 mph (165 km/h),980 hPa (28.94 inHg),"Jamaica, Cuba, Bahamas, Turks and Caicos Islands",0,Unknown
2,Two,"August 21 - 27, 1885",105 mph (165 km/h),953 hPa (28.14 inHg),"Bahamas, Florida, Georgia, South Carolina, North Carolina, Maryland",0,$1.8 million
2,One,"June 13 - 15, 1886",100 mph (155 km/h),997 hPa (29.44 inHg),"Texas, Louisiana",0,Unknown
2,Two,"June 17 - 24, 1886",100 mph (155 km/h),Unknown,"Florida, Southeastern United States, Mid-Atlantic states",69,Severe
2,Three,"June 27 - July 4, 1886",100 mph (155 km/h),999 hPa (29.50 inHg),"Florida, North Carolina, Maryland",0,Unknown
2,Eight,"September 16 - 24, 1886",100 mph (155 km/h),973 hPa (28.73 inHg),"Cuba, Texas",21,Unknown
2,Nine,"September 22 - 30, 1886",100 mph (155 km/h),990 hPa (29.23 inHg),No land areas,0,None
2,Four,"July 20 - 28, 1887",100 mph (155 km/h),981 hPa (28.97 inHg),"Cuba, YucatÃ¡n Peninsula, Florida, Georgia, Alabama",1,Extensive
2,Eight,"September 1 - 4, 1887",105 mph (165 km/h),963 hPa (28.44 inHg),Ireland,0,None
2,Nine,"September 11 - 22, 1887",100 mph (155 km/h),973 hPa (28.73 inHg),"YucatÃ¡n Peninsula, Texas, Extreme Northeastern Mexico",0,Unknown
2,Fifteen,"October 15 - 19, 1887",105 mph (165 km/h),975 hPa (28.79 inHg),No land areas,89,None
2,Seven,"October 8 - 12, 1888",110 mph (175 km/h),970 hPa (28.64 inHg),"Florida, East Coast of the United States",0,Unknown
2,Nine,"November 17 - 25, 1888",100 mph (155 km/h),982 hPa (29.00 inHg),No land areas,0,None
2,Four,"September 1 - 12, 1889",105 mph (165 km/h),981 hPa (28.97 inHg),"Puerto Rico, Virginia",0,Minimal
2,Six,"September 12 - 25, 1889",110 mph (175 km/h),985 hPa (29.09 inHg),"YucatÃ¡n Peninsula, Florida",2,Minor
2,Four,"September 2 - 8, 1891",100 mph (155 km/h),Unknown,"New England, Nova Scotia, Newfoundland",2,Minor
2,Five,"September 16 - 26, 1891",100 mph (155 km/h),980 hPa (28.94 inHg),Bermuda,0,Minimal
2,Six,"September 29 - October 5, 1891",100 mph (155 km/h),981 hPa (28.97 inHg),"Nova Scotia, Newfoundland[nb 2]",35,None
2,Three,"September 3 - 17, 1892",100 mph (155 km/h),Unknown,No land areas,67,None
2,Five,"September 12 - 23, 1892",100 mph (155 km/h),Unknown,Azores,1000,Minor
2,Seven,"October 5 - 16, 1892",100 mph (155 km/h),Unknown,"Trinidad and Tobago, Venezuela, Colombia, Nicaragua, Honduras, Mexico",8,Unknown
2,Two,"July 4 - 7, 1893",100 mph (155 km/h),Unknown,"Nicaragua, Belize, YucatÃ¡n Peninsula, Tabasco",0,Unknown
2,Five,"August 15 - 19, 1893",100 mph (155 km/h),Unknown,"Sable Island, Newfoundland",19,Minor
2,Seven,"August 20 - 29, 1893",100 mph (155 km/h),Unknown,Azores,4,Unknown
2,Eight,"September 4 - 9, 1893",100 mph (155 km/h),973 hPa (28.73 inHg),"YucatÃ¡n Peninsula, Louisiana, Alabama",0,Unknown
2,Seven,"October 21 - 29, 1894",110 mph (175 km/h),955 hPa (28.20 inHg),No land areas,0,None
2,Two,"August 22 - 30, 1895",105 mph (165 km/h),963 hPa (28.44 inHg),"YucatÃ¡n Peninsula, Texas",0,Minimal
2,Five,"October 12 - 26, 1895",100 mph (155 km/h),973 hPa (28.73 inHg),"Cuba, Bahamas",0,Unknown
2,One,"July 4-9, 1896",100 mph (155 km/h),Unknown,"Cuba (questioned), Florida, Alabama, Tennessee, Indiana, Michigan, Canada, Greenland[nb 3]",7,$100 thousand
2,Three,"September 18 - 28, 1896",100 mph (155 km/h),Unknown,"Cuba, North Carolina",52,Minimal
2,Five,"October 7 - 13, 1896",100 mph (155 km/h),Unknown,"Florida, North Carolina, Virginia, New England",7,$500 thousand
2,Six,"October 26 - November 9, 1896",100 mph (155 km/h),Unknown,No land areas,3,None
2,One,"August 31 - September 9, 1897",110 mph (175 km/h),972 hPa (28.70 inHg),No land areas,0,None
2,Four,"September 5 - 19, 1898",100 mph (155 km/h),965 hPa (28.50 inHg),"Lesser Antilles, Windward Islands",0,$2.5 million
2,Two,"July 28 - August 2, 1899",105 mph (165 km/h),979 hPa (28.91 inHg),"Dominican Republic, Bahamas, Florida, Alabama",9,>$1 million
2,Four,"August 29 - September 5, 1899",110 mph (175 km/h),Unknown,"Lesser Antilles, Puerto Rico, Haiti, Bermuda",19,Unknown
2,Nine,"October 26 - 31, 1899",100 mph (155 km/h),955 hPa (28.20 inHg),"Cuba, Bahamas, Jamaica, North Carolina",0,$200 thousand
2,Three,"September 8 - 23, 1900",105 mph (165 km/h),Unknown,No land areas,0,None
2,Seven,"August 29 - September 10, 1901",100 mph (155 km/h),991 hPa (29.26 inHg),Cape Verde,0,Severe
2,Three,"September 16 - 22, 1902",105 mph (165 km/h),981 hPa (28.97 inHg),No land areas,1,None
2,Four,"October 3 - 11, 1902",100 mph (155 km/h),970 hPa (28.64 inHg),"Oaxaca, Florida, Alabama",5,Unknown
2,Four,"September 12 - 17, 1903",110 mph (175 km/h),990 hPa (29.23 inHg),"North Carolina, Virginia, Washington D.C., Maryland, Delaware, New Jersey, New York",0,$9 million
2,Six,"September 26 - 30, 1903",100 mph (155 km/h),988 hPa (29.18 inHg),Bermuda,5,Severe
2,Seven,"October 1 - 9, 1903",105 mph (165 km/h),Unknown,No land areas,48,None
2,Two,"June 14 - 23, 1906",100 mph (155 km/h),979 hPa (28.91 inHg),"Cuba, Florida",1,Minor
2,One,"March 6 - 9, 1908",110 mph (175 km/h),991 hPa (29.26 inHg),"Saint BarthÃ©lemy, Saint Martin, Saint Kitts",2,Moderate
2,Eight,"September 21 - October 7, 1908",105 mph (165 km/h),971 hPa (28.67 inHg),"Lesser Antilles, Hispaniola, Cuba, Bahamas",2,Extensive
2,Nine,"October 14 - 19, 1908",100 mph (155 km/h),Unknown,Nicaragua,38,None
2,Two,"June 25 - 30, 1909",105 mph (165 km/h),972 hPa (28.70 inHg),"Texas, Mexico",0,$1.3 million
2,Twelve,"November 8 - 14, 1909",110 mph (175 km/h),Unknown,Greater Antilles,0,$10 million
2,Three,"September 5 - 15, 1910",100 mph (155 km/h),965 hPa (28.50 inHg),"Puerto Rico, Texas, Louisiana",0,Unknown
2,Four,"September 24 - 27, 1910",100 mph (155 km/h),Unknown,No land areas,17,None
2,Three,"August 23 - 30, 1911",100 mph (155 km/h),972 hPa (28.70 inHg),"Georgia, South Carolina",3,$27.4 million
2,Four,"September 3 - 12, 1911",100 mph (155 km/h),990 hPa (29.23 inHg),"Colombia, Nicaragua",0,$2 million
2,Six,"October 11 - 18, 1912",100 mph (155 km/h),970 hPa (28.64 inHg),"YucatÃ¡n Peninsula, Texas",0,$28 thousand
2,Four,"August 31 - September 6, 1915",105 mph (165 km/h),982 hPa (29.00 inHg),"Cuba, Florida, Michigan",56,Minor
2,Three,"July 10 - 22, 1916",110 mph (175 km/h),980 hPa (28.94 inHg),"Massachusetts, Nova Scotia",0,Minor
2,Seven,"August 21 - 26, 1916",110 mph (175 km/h),997 hPa (29.44 inHg),"Puerto Rico, Dominican Republic, Haiti, Cuba, Florida",184,$1 million
2,Fourteen,"October 9 - 19, 1916",105 mph (165 km/h),970 hPa (28.64 inHg),"YucatÃ¡n Peninsula, Florida, Alabama",0,Limited
2,Two,"August 22 - 26, 1918",110 mph (175 km/h),968 hPa (28.59 inHg),"Honduras, Belize",0,Minor
2,Five,"September 2 - 6, 1918",110 mph (175 km/h),972 hPa (28.70 inHg),Bermuda,7,Minor
2,One,"September 7 - 14, 1920",100 mph (155 km/h),985 hPa (29.09 inHg),No land areas,1,None
2,Two,"September 16 - 23, 1920",110 mph (175 km/h),975 hPa (28.79 inHg),"Nicaragua, YucatÃ¡n Peninsula, Texas, Louisiana",37,$1.45 million
2,Four,"October 11 - 22, 1922",105 mph (165 km/h),984 hPa (29.06 inHg),"Colombia, YucatÃ¡n Peninsula, Tabasco",0,Unknown
2,Two,"September 1 - 9, 1923",110 mph (175 km/h),989 hPa (29.21 inHg),No land areas,9,None
2,Four,"August 26 - September 3, 1924",105 mph (165 km/h),965 hPa (28.50 inHg),"Guadeloupe, Montserrat, Anguilla, Saint Thomas, Leeward Islands",1,Heavy
2,Five,"September 10 - 14, 1926",105 mph (165 km/h),1000 hPa (29.53 inHg),No land areas,32,None
