Category,Name,Dates,Sustainedwind speeds,Pressure,Areas affected,Deaths,Damage(USD)
1,Three,"August 19 - 20, 1878",90 mph (150 km/h),963 hPa (28.44 inHg),Atlantic Canada,0,None
1,Eight,"October 9 - 14, 1878",80 mph (130 km/h),982 hPa (29.00 inHg),East Coast of the United States,0,None
1,Nine,"October 9 - 15, 1878",80 mph (130 km/h),Unknown,None,0,None
1,One,"August 9 - 12, 1879",80 mph (130 km/h),Unknown,East Coast of the United States,0,Unknown
1,Seven,"October 24 - 29, 1879",80 mph (130 km/h),Unknown,East Coast of the United States,0,Unknown
1,Three,"August 15 - 20, 1880",90 mph (150 km/h),980 hPa (28.94 inHg),Lesser Antilles,0,Unknown
1,Five,"August 26 - September 4, 1880",90 mph (150 km/h),977 hPa (28.85 inHg),None,0,None
1,Six,"September 6 - 10, 1880",80 mph (130 km/h),987 hPa (29.15 inHg),Florida,0,Unknown
1,Seven,"September 8 - 10, 1880",90 mph (150 km/h),982 hPa (29.00 inHg),Newfoundland and Labrador,0,Unknown
1,Nine,"October 5 - 10, 1880",80 mph (130 km/h),985 hPa (29.09 inHg),Gulf of Mexico,0,Unknown
1,Ten,"October 10 - 14, 1880",90 mph (150 km/h),970 hPa (28.64 inHg),None,0,Unknown
1,Three,"August 11 - 18, 1881",90 mph (150 km/h),Unknown,None,0,None
1,Four,"August 16 - 21, 1881",80 mph (130 km/h),Unknown,"YucatÃ¡n Peninsula, Cuba, Florida, The Bahamas",0,Unknown
1,One,"August 24 - 25, 1882",80 mph (130 km/h),Unknown,None,0,None
1,Five,"September 24 - 28, 1882",80 mph (130 km/h),Unknown,None,4,None
1,One,"August 18 - 27, 1883",90 mph (150 km/h),975 hPa (28.79 inHg),None,0,None
1,One,"September 1 - 2, 1884",80 mph (130 km/h),997 hPa (29.44 inHg),Newfoundland and Labrador,0,None
1,Three,"September 10 - 19, 1884",90 mph (150 km/h),979 hPa (28.91 inHg),"The Bahamas, Florida, Georgia",0,Unknown
1,One,"August 7 - 13, 1885",90 mph (150 km/h),981 hPa (28.97 inHg),Bermuda,0,Unknown
1,Four,"September 17 - 23, 1885",90 mph (150 km/h),973 hPa (28.73 inHg),"Gulf Coast of the United States, East Coast of the United States",0,Unknown
1,Five,"September 18 - 21, 1885",80 mph (130 km/h),999 hPa (29.50 inHg),Lesser Antilles,0,Unknown
1,Six,"September 24 - October 2, 1885",80 mph (130 km/h),Unknown,Gulf Coast of the United States,0,Unknown
1,Seven,"September 26 - 29, 1885",90 mph (150 km/h),982 hPa (29.00 inHg),None,0,None
1,Four,"July 14 - 22, 1886",85 mph (140 km/h),990 hPa (29.23 inHg),"YucatÃ¡n Peninsula, Cuba, Florida",10,Unknown
1,Ten,"September 14 - 18, 1887",80 mph (130 km/h),983 hPa (29.03 inHg),Newfoundland and Labrador,0,None
1,Thirteen,"October 9 - 20, 1887",85 mph (140 km/h),981 hPa (28.97 inHg),"Lesser Antilles, East Coast of the United States",0,Unknown
1,Fourteen,"October 10 - 12, 1887",85 mph (140 km/h),989 hPa (29.21 inHg),None,29,None
1,Seventeen,"November 27 - December 4, 1887",80 mph (130 km/h),Unknown,The Bahamas,188,Unknown
1,Eighteen,"December 4 - 8, 1887",80 mph (130 km/h),Unknown,None,12,None
1,One,"June 16 - 18, 1888",80 mph (130 km/h),985 hPa (29.09 inHg),Texas,0,Unknown
1,Six,"September 23 - 26, 1888",80 mph (130 km/h),985 hPa (29.09 inHg),East Coast of the United States,0,Unknown
1,One,"May 16 - 21, 1889",80 mph (130 km/h),Unknown,None,0,None
1,Two,"June 15 - 20, 1889",75 mph (120 km/h),Unknown,"Cuba, YucatÃ¡n Peninsula, East Coast of the United States",0,Unknown
1,Three,"August 18 - 28, 1889",80 mph (130 km/h),998 hPa (29.47 inHg),"Hispaniola, The Bahamas",27,Unknown
1,Five,"September 2 - 11, 1889",80 mph (130 km/h),Unknown,None,7,None
1,Four,"October 31 - November 1, 1890",90 mph (150 km/h),Unknown,Central America,0,Unknown
1,One,"July 3 - 8, 1891",90 mph (150 km/h),977 hPa (28.85 inHg),Gulf Coast of the United States,5,Unknown
1,Two,"August 17 - 29, 1891",80 mph (130 km/h),997 hPa (29.44 inHg),Cape Verde,0,None
1,Nine,"October 12 - 20, 1891",85 mph (140 km/h),992 hPa (29.29 inHg),"Windward Islands, Virgin Islands, Newfoundland and Labrador",0,Unknown
1,Two,"August 15 - 21, 1892",75 mph (120 km/h),Unknown,Leeward Islands,0,Unknown
1,Eight,"October 13 - 17, 1892",90 mph (150 km/h),Unknown,None,1,None
1,One,"June 10 - 19, 1893",80 mph (130 km/h),990 hPa (29.23 inHg),"Gulf Coast of the United States, East Coast of the United States",1,Unknown
1,Two,"September 10 - 13, 1897",85 mph (140 km/h),981 hPa (28.97 inHg),"Louisiana, Texas",0,"$150,000 "
1,Five,"October 9 - 21, 1897",80 mph (130 km/h),993 hPa (29.32 inHg),"Cuba, The Bahamas, North Carolina, New England",215,Unknown
1,One,"August 2 - 3, 1898",80 mph (130 km/h),982 hPa (29.00 inHg),"The Bahamas, Florida, Alabama",0,Unknown
1,Two,"August 30 - September 1, 1898",85 mph (140 km/h),980 hPa (28.94 inHg),Georgia,0,"$400,000[citation needed]"
1,Three,"September 3 - 5, 1898",80 mph (130 km/h),Unknown,None,0,None
1,Hurricane San Cirillo of 1901,"July 4 - 13, 1901",80 mph (130 km/h),983 hPa (29.03 inHg),"Windward Islands, The Bahamas, East Coast of the United States",0,Unknown
1,1901 Louisiana hurricane,"August 1 - 21, 1901",90 mph (150 km/h),973 hPa (28.73 inHg),"The Bahamas, Gulf Coast of the United States",0,Unknown
1,Six,"August 25 - 30, 1901",80 mph (130 km/h),991 hPa (29.26 inHg),Cape Verde,0,None
1,Hurricane San Vicente of 1901,"September 9 - 18, 1901",80 mph (130 km/h),"1,001 hPa (29.56 inHg)",Lesser Antilles,19,Unknown
1,Thirteen,"October 30 - November 5, 1901",80 mph (130 km/h),989 hPa (29.21 inHg),Puerto Rico,210,None
1,Two,"June 21 - 28,  1902",80 mph (130 km/h),995 hPa (29.38 inHg),Gulf of Mexico,0,Unknown
1,One,"July 21 - 26, 1903",80 mph (130 km/h),999 hPa (29.50 inHg),"The Bahamas, Bermuda",0,Unknown
1,1903 Florida hurricane,"September 9 - 16, 1903",90 mph (150 km/h),974 hPa (28.76 inHg),"The Bahamas, Gulf Coast of the United States",0,$500 thousand
1,Ten,"November 17 - 25, 1903",80 mph (130 km/h),985 hPa (29.09 inHg),None,0,None
1,One,"June 10 - 14, 1904",80 mph (130 km/h),"1,003 hPa (29.62 inHg)",Cuba,23,Unknown
1,Two,"September 8 - 15, 1904",80 mph (130 km/h),985 hPa (29.09 inHg),East Coast of the United States,0,$500 thousand
1,Three,"September 28 - October 4, 1904",80 mph (130 km/h),Unknown,Central America,2150,Unknown
1,Four,"October 12 - 21, 1904",80 mph (130 km/h),989 hPa (29.21 inHg),"Cuba, Florida, The Bahamas",0,Unknown
1,Five,"September 3 - 18, 1906",90 mph (150 km/h),977 hPa (28.85 inHg),East Coast of the United States,0,$2 million
1,Eleven,"November 5 - 9, 1906",80 mph (130 km/h),997 hPa (29.44 inHg),"Cuba, The Bahamas",0,Unknown
1,Two,"May 24 - 31, 1908",75 mph (120 km/h),989 hPa (29.21 inHg),"The Bahamas, East Coast of the United States",0,Unknown
1,Three,"July 24 - August 3, 1908",80 mph (130 km/h),985 hPa (29.09 inHg),"The Bahamas, East Coast of the United States",2,Unknown
1,Two,"August 8 - 14, 1911",80 mph (130 km/h),982 hPa (29.00 inHg),Gulf Coast of the United States,0,"$12,600 "
1,Four,"September 10 - 15, 1912",90 mph (150 km/h),986 hPa (29.12 inHg),Gulf Coast of the United States,0,$39 thousand
1,Five,"October 6 - 10, 1912",90 mph (150 km/h),996 hPa (29.41 inHg),Bermuda,0,Unknown
1,One,"June 21 - 29, 1913",75 mph (120 km/h),988 hPa (29.18 inHg),Central America,0,None
1,Four,"August 30 - September 4, 1913",85 mph (140 km/h),976 hPa (28.82 inHg),East Coast of the United States,0,$4 million
1,Five,"October 6 - 10, 1913",75 mph (120 km/h),989 hPa (29.21 inHg),East Coast of the United States,0,$75 thousand
1,Six,"October 28 - 30, 1913",75 mph (120 km/h),992 hPa (29.29 inHg),Cuba,1,Unknown
1,One,"July 30 - August 4, 1915",75 mph (120 km/h),990 hPa (29.23 inHg),East Coast of the United States,0,$250 thousand
1,Eight,"August 27 - September 2, 1916",80 mph (130 km/h),986 hPa (29.12 inHg),"Leeward Islands, Central America",1,Unknown
1,Ten,"September 13 - 21, 1916",85 mph (140 km/h),"1,000 hPa (29.53 inHg)",None,0,None
1,Three,"August 23 - 26, 1918",75 mph (120 km/h),988 hPa (29.18 inHg),South Carolina,0,Unknown
1,Three,"September 19 -24, 1920",85 mph (140 km/h),Unknown,East Coast of the United States,15,Unknown
1,Five,"September 25 - 30, 1920",85 mph (140 km/h),987 hPa (29.15 inHg),Florida,0,Unknown
1,One,"June 16 - 26, 1921",90 mph (150 km/h),980 hPa (28.94 inHg),"Central America, Gulf of Mexico",0,Unknown
1,Two,"September 4 - 8, 1921",80 mph (130 km/h),985 hPa (29.09 inHg),Mexico,0,$19 million
1,Four,"September 8 - 14, 1921",90 mph (150 km/h),979 hPa (28.91 inHg),None,7,None
1,Three,"September 18 - 24, 1922",80 mph (130 km/h),987 hPa (29.15 inHg),None,0,None
1,Four,"September 10 - 13, 1923",80 mph (130 km/h),986 hPa (29.12 inHg),Newfoundland,0,None
1,Six,"October 12 - 17, 1923",80 mph (130 km/h),983 hPa (29.03 inHg),"Mexico, Gulf Coast of the United States",9,Unknown
1,Five,"September 13 - 17, 1924",85 mph (140 km/h),980 hPa (28.94 inHg),East Coast of the United States,0,Unknown
1,Eleven,"November 5 - 14, 1924",80 mph (130 km/h),994 hPa (29.35 inHg),"Cuba, The Bahamas",0,Unknown
1,One,"August 18 - 24, 1925",80 mph (130 km/h),994 hPa (29.35 inHg),None,0,None
1,Two,"September 2 - 11, 1927",90 mph (150 km/h),"1,007 hPa (29.74 inHg)",Cape Verde,0,None
1,Three,"September 22 - 29, 1927",80 mph (130 km/h),"1,005 hPa (29.68 inHg)",None,0,$4.36 million
1,1928 Haiti hurricane,"August 7 - 17, 1928",90 mph (150 km/h),998 hPa (29.47 inHg),"Windward Islands, Leeward Islands, Gulf Coast of the United States",0,$2 million
1,Six,"September 10 - 15, 1928",90 mph (150 km/h),980 hPa (28.94 inHg),None,0,None
1,One,"June 27 €” 30, 1929",90 mph (150 km/h),982 hPa (29.00 inHg),Gulf of Mexico,15,$365 thousand
1,Five,"October 19 - 22, 1929",80 mph (130 km/h),997 hPa (29.44 inHg),None,0,None
1,Eight,"September 23 - 28, 1931",75 mph (120 km/h),987 hPa (29.15 inHg),None,0,None
1,1932 Florida-Alabama hurricane,"August 26 - September 2, 1932",85 mph (140 km/h),979 hPa (28.91 inHg),Gulf Coast of the United States,35,$226 thousand
1,1933 Florida-Mexico hurricane,"July 23 - August 5, 1933",90 mph (150 km/h),975 hPa (28.79 inHg),"Leeward Islands, Gulf Coast of the United States, Mexico",6,$500 thousand
1,Fifteen,"September 24 - 27, 1933",75 mph (120 km/h),991 hPa (29.26 inHg),Azores,0,None
1,Eighteen,"October 25 - November 7, 1933",90 mph (150 km/h),982 hPa (29.00 inHg),"Cuba, The Bahamas",0,$3 million
1,Two,"July 12 - 16, 1934",90 mph (150 km/h),980 hPa (28.94 inHg),"Bermuda, Newfoundland and Labrador",0,None
1,Three,"July 22 - 26, 1934",85 mph (140 km/h),975 hPa (28.79 inHg),Gulf Coast of the United States,6,Unknown
1,Five,"August 26 - September 1, 1934",80 mph (130 km/h),989 hPa (29.21 inHg),Gulf Coast of the United States,0,Unknown
1,1935 JÃ©rÃ©mie hurricane,"October 18 - 27, 1935",85 mph (140 km/h),988 hPa (29.18 inHg),"Central America, Jamaica, Cuba, Haiti",78,$16 million
1,Three,"June 26 - 28, 1936",80 mph (130 km/h),987 hPa (29.15 inHg),Texas,0,$550 thousand
1,Eight,"August 15 - 20, 1936",75 mph (120 km/h),999 hPa (29.50 inHg),"YucatÃ¡n Peninsula, Tamaulipas",1,Unknown
1,Eleven,"August 28 - 30, 1936",80 mph (130 km/h),"1,000 hPa (29.53 inHg)","YucatÃ¡n Peninsula, Veracruz",0,Unknown
1,Eleven,"October 19 - 21, 1937",80 mph (130 km/h),995 hPa (29.38 inHg),None,0,None
1,Two,"August 7 - 19, 1939",75 mph (120 km/h),985 hPa (29.09 inHg),"Puerto Rico, Turks and Caicos Islands, The Bahamas, Eastern United States",0,$2 thousand
1,Six,"October 28 - November 6, 1939",90 mph (150 km/h),989 hPa (29.21 inHg),"Honduras, Cayman Islands, Jamaica, Cuba, Turks and Caicos Islands, Bermuda",0,Unknown
1,Eight,"October 20 - 24, 1940",80 mph (130 km/h),983 hPa (29.03 inHg),Nicaragua,0,Unknown
1,Three,"September 18 - 25, 1941",80 mph (130 km/h),978 hPa (28.88 inHg),None,0,None
1,Two,"August 17 - 23, 1942",80 mph (130 km/h),992 hPa (29.29 inHg),Texas,0,$790 thousand
1,One,"July 13 - 18, 1944",80 mph (130 km/h),995 hPa (29.38 inHg),Bermuda,0,None
1,Three,"July 30 - August 4, 1944",80 mph (130 km/h),985 hPa (29.09 inHg),"North Carolina, Mid-Atlantic states",0,$2 million
1,Eight,"September 19 - 22, 1944",80 mph (130 km/h),996 hPa (29.41 inHg),Mexico,0,Unknown
1,Twelve,"October 11 - 15, 1944",80 mph (130 km/h),998 hPa (29.47 inHg),None,3,None
1,Ten,"October 2 - 7, 1945",90 mph (150 km/h),982 hPa (29.00 inHg),"Belize, Guatemala, Honduras, Mexico",3,Unknown
1,Two,"July 5 - 9, 1946",80 mph (130 km/h),"1,005 hPa (29.68 inHg)",North Carolina,0,Minor
1,Three,"August 18 - 27, 1947",80 mph (130 km/h),984 hPa (29.06 inHg),"Cuba, Louisiana, Texas",6,$800 thousand
1,Five,"September 1 - 7, 1948",80 mph (130 km/h),983 hPa (29.03 inHg),"Louisiana, Mississippi, Midwestern United States",0,$900 thousand
1,Ten,"November 8 - 11, 1948",75 mph (120 km/h),990 hPa (29.23 inHg),None,0,None
1,Ten,"September 20 - 22, 1949",80 mph (130 km/h),"1,003 hPa (29.62 inHg)","Saint Croix, Puerto Rico, Dominican Republic",11,$1.012 million
1,Thirteen,"October 13 - 19, 1949",90 mph (150 km/h),981 hPa (28.97 inHg),"Cuba, The Bahamas",0,Unknown
1,Love,"October 18 - 22, 1950",80 mph (130 km/h),987 hPa (29.15 inHg),"Georgia, Louisiana, Southwestern Florida",0,Minimal
1,Able,"May 15 - 23, 1951",90 mph (150 km/h),973 hPa (28.73 inHg),"Florida, Bahamas, North Carolina, South Carolina, Virginia",0,Minimal
1,Dog,"August 27 - September 5, 1951",90 mph (150 km/h),992 hPa (29.29 inHg),"Martinique, Saint Lucia, Hispaniola, Jamaica",0,$3 million
1,Jig,"October 15 - 17, 1951",75 mph (120 km/h),990 hPa (29.23 inHg),"North Carolina, Virginia",5,None
1,Twelve,"September 2 - 11, 1951",80 mph (130 km/h),995 hPa (29.38 inHg),None,8,None
1,Barbara,"August 11 - 15, 1953",90 mph (150 km/h),973 hPa (28.73 inHg),"East Coast of the United States, Atlantic Canada",0,$1.3 million
1,Dolly,"September 8 - 12, 1953",75 mph (120 km/h),989 hPa (29.21 inHg),"Virgin Islands, Puerto Rico, The Bahamas, Bermuda",0,Minimal
1,Gail,"October 2 - 12, 1953",80 mph (130 km/h),986 hPa (29.12 inHg),None,1,None
1,Hazel,"October 7 - 10, 1953",85 mph (140 km/h),980 hPa (28.94 inHg),"Florida, Sable Island",2,$250 thousand
1,Dolly,"August 31 - September 2, 1954",85 mph (140 km/h),994 hPa (29.35 inHg),None,3,None
1,Alice,"December 30, 1954 - January 6, 1955",90 mph (150 km/h),980 hPa (28.94 inHg),"Saba, Anguilla, Lesser Antilles",128,$623 thousand
1,Gladys,"September 3 - 6, 1955",90 mph (150 km/h),996 hPa (29.41 inHg),"Western Mexico, YucatÃ¡n Peninsula",0,$500 thousand
1,Anna,"July 25 - 27, 1956",85 mph (140 km/h),991 hPa (29.26 inHg),Mexico,0,$50 thousand
1,Flossy,"September 20 - 25, 1956",90 mph (150 km/h),974 hPa (28.76 inHg),"YucatÃ¡n Peninsula, Louisiana, Mississippi, Alabama, Florida, Georgia, South Carolina, North Carolina, Virginia",10,$24.9 million
1,Frieda,"September 20 - 26, 1957",85 mph (140 km/h),975 hPa (28.79 inHg),"Bermuda, Newfoundland",0,None
1,Fifi,"September 4 - 11, 1958",85 mph (140 km/h),"1,000 hPa (29.53 inHg)",None,0,None
1,Escuminac (Three),"June 18 - 19, 1959",85 mph (140 km/h),974 hPa (28.76 inHg),"Florida, Atlantic Canada",0,$2.5 million
1,Cindy,"July 4 - 11, 1959",75 mph (120 km/h),996 hPa (29.41 inHg),"The Carolinas, Mid-Atlantic states, New England, Canadian Maritime Provinces",0,$75 thousand
1,Debra,"July 22 - 27, 1959",85 mph (140 km/h),984 hPa (29.06 inHg),"Texas, Oklahoma, Gulf Coast of the United States, Midwestern United States",0,$7 million
1,Flora,"September 9 - 12, 1959",75 mph (120 km/h),994 hPa (29.35 inHg),None,0,None
1,Judith,"October 14 - 22, 1959",85 mph (140 km/h),988 hPa (29.18 inHg),Florida,0,Minimal
1,Abby,"July 9 - 17, 1960",80 mph (130 km/h),995 hPa (29.38 inHg),"Lesser Antilles, Puerto Rico, Leeward Antilles, Hispaniola, Jamaica, Nicaragua, Honduras, Belize, Guatemala, Mexico",0,$640 thousand
1,Cleo,"August 17 - 21, 1960",85 mph (140 km/h),995 hPa (29.38 inHg),"Greater Antilles, The Bahamas, Northeastern United States, Nova Scotia",0,Minimal
1,Debbie,"September 6 - 16, 1961",90 mph (150 km/h),975 hPa (28.79 inHg),"Cape Verde, Azores, Ireland, United Kingdom, Norway, Soviet Union",1,$50 million
1,Jenny,"November 1 - 10, 1961",80 mph (130 km/h),974 hPa (28.76 inHg),"Puerto Rico, Leeward Islands",1,None
1,Alma,"August 26 - 30, 1962",85 mph (140 km/h),984 hPa (29.06 inHg),"Puerto Rico, East Coast of the United States",1,$1 million
1,Ten,"November 28 - December 4, 1962",90 mph (150 km/h),988 hPa (29.18 inHg),East Coast of the United States,0,Unknown
1,Four,"September 9 - 14, 1963",80 mph (130 km/h),990 hPa (29.23 inHg),Bermuda,7,None
1,Debra,"September 19 - 24, 1963",75 mph (120 km/h),999 hPa (29.50 inHg),None,0,None
1,Three,"July 28 - August 2, 1964",85 mph (140 km/h),990 hPa (29.23 inHg),British Isles,0,None
1,Carol,"September 16 - 30, 1965",90 mph (150 km/h),974 hPa (28.76 inHg),Azores,0,None
1,Becky,"July 1 - 3, 1966",75 mph (120 km/h),985 hPa (29.09 inHg),None,0,None
1,Celia,"July 13 - 21, 1966",80 mph (130 km/h),995 hPa (29.38 inHg),"Atlantic Canada, Quebec",0,None
1,Dorothy,"July 22 - 30, 1966",85 mph (140 km/h),989 hPa (29.21 inHg),None,2,None
1,Lois,"November 4 - 11, 1966",80 mph (130 km/h),986 hPa (29.12 inHg),Azores,23,None
1,Arlene,"August 28 - September 4, 1967",85 mph (140 km/h),982 hPa (29.00 inHg),Newfoundland,0,None
1,Doria,"September 8 - 21, 1967",85 mph (140 km/h),973 hPa (28.73 inHg),East Coast of the United States,0,$150 thousand
1,Fern,"October 1 - 4, 1967",85 mph (140 km/h),987 hPa (29.15 inHg),"Mexico, Texas",0,Minimal
1,Heidi,"October 19 - 31, 1967",90 mph (150 km/h),981 hPa (28.97 inHg),Bermuda,2,Minimal
1,Abby,"June 1 - 13, 1968",75 mph (120 km/h),992 hPa (29.29 inHg),"Cuba, Florida, Georgia, The Carolinas",0,"$450,000 "
1,Brenda,"June 17 - 26, 1968",75 mph (120 km/h),990 hPa (29.23 inHg),Florida,5,Minor
1,Dolly,"August 10 - 17, 1968",80 mph (130 km/h),985 hPa (29.09 inHg),"The Carolinas, Florida, Azores",0,Minor
1,Gladys,"October 13 - 21, 1968",85 mph (140 km/h),965 hPa (28.50 inHg),"Cuba, Florida, East Coast of the United States, Nova Scotia",5,$18.7 million
1,Blanche,"August 11 - 12, 1969",85 mph (140 km/h),997 hPa (29.44 inHg),Sable Island,12,None
1,Holly,"September 14 - 21, 1969",85 mph (140 km/h),984 hPa (29.06 inHg),Leeward Islands,5,None
1,Ten,"September 21 - 26, 1969",75 mph (120 km/h),985 hPa (29.09 inHg),None,15,None
1,Seventeen,"October 31 - November 7, 1969",75 mph (120 km/h),988 hPa (29.18 inHg),None,0,None
1,Martha,"November 21 - 25, 1969",90 mph (150 km/h),975 hPa (28.79 inHg),"Panama, Costa Rica",0,$30 million
1,Alma,"May 17 - 26, 1970",75 mph (120 km/h),993 hPa (29.32 inHg),"Cayman Islands, Jamaica, Cuba, Southeastern United States",1,Minor
1,Nineteen,"October 20 - 28, 1970",80 mph (130 km/h),988 hPa (29.18 inHg),None,20,None
1,Two,"August 3 - 7, 1971",85 mph (140 km/h),974 hPa (28.76 inHg),None,1,None
1,Beth,"August 10 - 16, 1971",85 mph (140 km/h),977 hPa (28.85 inHg),"The Bahamas, Florida, Nova Scotia, Newfoundland",13,$5.1 million
1,Fern,"September 3 - 13, 1971",90 mph (150 km/h),979 hPa (28.91 inHg),"Louisiana, Texas, northern Mexico",0,$30.2 million
1,Irene,"September 11 - 20, 1971",80 mph (130 km/h),989 hPa (29.21 inHg),"Lesser Antilles, Leeward Antilles, Central America",3,$1 million
1,Agnes,"June 14 - 23, 1972",90 mph (150 km/h),977 hPa (28.85 inHg),"YucatÃ¡n Peninsula, western Cuba, Florida Panhandle, Georgia, North Carolina, Virginia, Maryland, Pennsylvania, New York, Atlantic Canada",9,$2.1 billion
1,Dawn,"September 5 - 14, 1972",80 mph (130 km/h),997 hPa (29.44 inHg),Southeastern United States,0,Minimal
1,Alice,"July 1 - 7, 1973",90 mph (150 km/h),986 hPa (29.12 inHg),"Bermuda, Newfoundland",11,Minimal
1,Brenda,"August 18 - 22, 1973",90 mph (150 km/h),977 hPa (28.85 inHg),"Cayman Islands, Mexico",0,Unknown
1,Fran,"October 8 - 12, 1973",80 mph (130 km/h),978 hPa (28.88 inHg),Azores,0,Minimal
1,Gertrude,"September 25 - October 4, 1974",75 mph (120 km/h),999 hPa (29.50 inHg),Windward Islands,13,Unknown
1,Blanche,"July 23 - 28, 1975",85 mph (140 km/h),980 hPa (28.94 inHg),"Maine, Nova Scotia",0,$6.2 million
1,Candice,"August 18 - 24, 1976",90 mph (150 km/h),964 hPa (28.47 inHg),None,0,None
1,Holly,"October 22 - 28, 1976",75 mph (120 km/h),990 hPa (29.23 inHg),None,0,None
1,Babe,"September 3 - 9, 1977",75 mph (120 km/h),995 hPa (29.38 inHg),"Florida, Louisiana, Alabama, Mississippi, Tennessee, Georgia, South Carolina, North Carolina and Virginia",0,$13 million
1,Clara,"September 5 - 11, 1977",75 mph (120 km/h),993 hPa (29.32 inHg),"The Carolinas, Nova Scotia",1152,Minimal
1,Dorothy,"September 26 - 29, 1977",85 mph (140 km/h),980 hPa (28.94 inHg),"Bermuda, Newfoundland",1,None
1,Evelyn,"October 13 - 15, 1977",80 mph (130 km/h),994 hPa (29.35 inHg),"Bermuda, Nova Scotia, Newfoundland",0,None
1,Cora,"August 7 - 12, 1978",90 mph (150 km/h),980 hPa (28.94 inHg),"Windward Islands, St. Lucia, Barbados, Grenada",1,Minimal
1,Kendra,"October 28 - November 1, 1978",80 mph (130 km/h),990 hPa (29.23 inHg),"Puerto Rico, East Coast of the United States",113,$6 million
1,Bob,"July 9 - 16, 1979",75 mph (120 km/h),983 hPa (29.03 inHg),"Louisiana, Mississippi, Alabama, Midwestern United States",14,$20 million
1,Henri,"September 15 - 24, 1979",85 mph (140 km/h),986 hPa (29.12 inHg),"Mexico, Florida",15,Minimal
1,Charley,"August 20 - 25, 1980",80 mph (130 km/h),989 hPa (29.21 inHg),North Carolina,0,None
1,Georges,"September 1 - 8, 1980",80 mph (130 km/h),993 hPa (29.32 inHg),Newfoundland,9,None
1,Earl,"September 4 - 10, 1980",75 mph (120 km/h),985 hPa (29.09 inHg),None,0,None
1,Karl,"November 25 - 28, 1980",85 mph (140 km/h),985 hPa (29.09 inHg),None,0,None
1,Dennis,"August 7 - 21, 1981",80 mph (130 km/h),995 hPa (29.38 inHg),"Lesser Antilles, Greater Antilles, The Bahamas, Florida, Georgia, The Carolinas, Virginia",0,$15 million
1,Emily,"August 31 - September 11, 1981",90 mph (150 km/h),966 hPa (28.53 inHg),None,1,None
1,Katrina,"November 3 - 7, 1981",85 mph (140 km/h),980 hPa (28.94 inHg),"Cayman Islands, Jamaica, Cuba, The Bahamas, Turks and Caicos Islands",3,Minimal
1,Alberto,"June 1 - 6, 1982",85 mph (140 km/h),985 hPa (29.09 inHg),"Cuba, Florida",26,$85 million
1,Barry,"August 23 - 29, 1983",80 mph (130 km/h),986 hPa (29.12 inHg),"Florida, Texas, Mexico",0,Minimal
1,Chantal,"September 10 - 15, 1983",75 mph (120 km/h),994 hPa (29.35 inHg),None,3,None
1,Hortense,"September 23 - October 2, 1984",75 mph (120 km/h),993 hPa (29.32 inHg),None,0,None
1,Klaus,"November 5 - 13, 1984",90 mph (150 km/h),971 hPa (28.67 inHg),"Puerto Rico, Leeward Islands",0,$152 million
1,Lili,"December 12 - 24, 1984",80 mph (130 km/h),980 hPa (28.94 inHg),"Puerto Rico, Hispaniola",0,Minimal
1,Bob,"July 21 - 26, 1985",75 mph (120 km/h),"1,002 hPa (29.59 inHg)","Florida, Southeast United States, Mid-Atlantic states, southern New England",1,$20 million
1,Claudette,"August 9 - 16, 1985",85 mph (140 km/h),980 hPa (28.94 inHg),"Bermuda, Azores",3,None
1,Danny,"August 12 - 18, 1985",90 mph (150 km/h),987 hPa (29.15 inHg),"Cuba, Gulf Coast of the United States, Tennessee, The Carolinas, Virginia",0,$100 million
1,Juan,"October 26 - November 21, 1985",85 mph (140 km/h),971 hPa (28.67 inHg),"Louisiana, Gulf Coast of the United States, central United States, Canada",2,$1.5 billion
1,Bonnie,"June 23 - 26, 1986",85 mph (140 km/h),992 hPa (29.29 inHg),"Texas, Louisiana, Southeastern United States",9,$42 million
1,Charley,"August 13 - 20, 1986",80 mph (130 km/h),987 hPa (29.15 inHg),"Southeastern United States, Mid-Atlantic states, Massachusetts, Ireland, United Kingdom, Europe",0,$15 million
1,Frances,"November 16 - 21, 1986",85 mph (140 km/h),"1,000 hPa (29.53 inHg)",None,3,None
1,Arlene,"August 10 - 23, 1987",75 mph (120 km/h),987 hPa (29.15 inHg),"The Bahamas, Bermuda",2,$8 thousand
1,Floyd,"October 9 - 13, 1987",75 mph (120 km/h),993 hPa (29.32 inHg),"Cuba, Florida, The Bahamas",3,$500 thousand
1,Debby,"August 31 - September 8, 1988",75 mph (120 km/h),991 hPa (29.26 inHg),Mexico,0,Unknown
1,Florence,"September 7 - 11, 1988",80 mph (130 km/h),982 hPa (29.00 inHg),"YucatÃ¡n Peninsula, Louisiana, Mississippi, Alabama, Florida",1668,$2.9 million
1,Chantal,"July 30 - August 3, 1989",80 mph (130 km/h),984 hPa (29.06 inHg),"Texas, Louisiana, Oklahoma, Midwestern United States",0,$100 million
1,Felix,"August 25 - September 9, 1989",85 mph (140 km/h),979 hPa (28.91 inHg),None,0,None
1,Jerry,"October 12 - 16, 1989",85 mph (140 km/h),982 hPa (29.00 inHg),"Texas, eastern United States",11,$70 million
1,Bertha,"July 24 - August 2, 1990",80 mph (130 km/h),973 hPa (28.73 inHg),"The Bahamas, East Coast of the United States, Bermuda, Atlantic Canada",0,$3.91 million
